Position Title,Date,Apply,Work Model,Location,Company,Salary,Hire Time,Graduate Time,Company Industry,Company Size,Qualifications
Software Engineer Intern,2026-01-29,https://jobright.ai/jobs/info/698e0c0b0f6f7e7a2cea18f3?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Farmers Branch, TX
Farmers Branch, Texas",Brinks Home,N/A,,,"Cyber Security,Information Technology",1001-5000,"1. Pursuing a bachelor’s degree in computer science, software engineering, or a related field
2. Completed at least two years of college education with a minimum GPA of 3.0
3. Experience with object-oriented programming and data structures
..."
Software Engineering Intern,2026-01-28,https://jobright.ai/jobs/info/69715bfc333b6343a14de6a8?utm_source=1099&utm_campaign=Software Engineer,On Site,"Golden, CO",Allegion,$25-$26 /hr,,,"Electronics,Manufacturing",10000+,"1. Pursuing a degree in Computer Science, Computer Engineering, or relevant discipline.
2. Working knowledge of software engineering design, principles and systems thinking.
3. Resiliency and ability to adapt quickly.
..."
Quality Assurance Intern,2026-01-28,https://jobright.ai/jobs/info/697ad8c01423772304eabcd2?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Buffalo, NY
Buffalo, New York, United States",Continental Finance Company,$25-$25 /hr,,,"Credit,Credit Cards",101-250,"1. Currently enrolled in and working toward an undergraduate degree in Business Administration, Finance, Operations Management, Communications, Data Analytics, or a related field
2. Available to work 40 hours per week for the 10-week summer program: June 2nd – August 6th, 2026
3. Strong attention to detail and organizational skills
..."
Software & Data Quality Assurance - Intern,2026-01-28,https://jobright.ai/jobs/info/697a365aa5b9804527dffb4e?utm_source=1099&utm_campaign=Software Engineer,Remote,"Multi Location
Johns Creek, GA
Johns Creek, GA, US",National Commission on Certification of Physician Assistants (NCCPA),$20-$22 /hr,,,"Education,Government",101-250,"1. Pursuing a bachelor's degree in computer science, Information Technology, or other related technology field
2. Ability to create test plans based on project and application requirements
3. Ability to execute functional and regression test cases manually and with automated scripts
..."
Software Engineer Intern,2026-01-28,https://jobright.ai/jobs/info/697bf29a0b88cc7d6422dd4b?utm_source=1099&utm_campaign=Software Engineer,Hybrid,San Francisco,Ironclad,$45-$50 /hr,,,"Enterprise Software,Legal Tech",501-1000,"1. Currently pursuing a Bachelor’s, Master’s, or equivalent degree in Computer Science, Engineering, or a related technical field, with an expected graduation date after the internship term.
2. Have foundational knowledge in computer science and software engineering, including data structures, algorithms, and basic systems or web concepts (from coursework, projects, or prior experience).
3. Comfortable programming in at least one modern language (e.g., JavaScript/TypeScript, Python, Java, or Go) and interested in learning our stack on the job.
..."
Software Engineer - Backend (Summer 26' Intern),2026-01-28,https://jobright.ai/jobs/info/697e00d7abff4c399a9cc5b0?utm_source=1099&utm_campaign=Software Engineer,On Site,"Natick, MA",Delsys,N/A,2026-Summer,,"Manufacturing,Medical Device",101-250,"1. Be currently enrolled in or have recently graduated with an undergraduate or graduate degree in computer engineering, computer science, or similar program
2. Be fluent in Java, C#, or C++
3. Strong object-oriented design skills
..."
[Summer 2026] Fullstack Software Engineer Intern,2026-01-28,https://jobright.ai/jobs/info/6979d943b4589b4ee87c1526?utm_source=1099&utm_campaign=Software Engineer,On Site,"Phoenix, AZ",TSMC,N/A,2026-Summer,,"Consumer Electronics,Electronics",10000+,"1. Bachelor’s degree in a related IT field (e.g., Computer Science, MIS, Mechanical or Electrical Engineering) or equivalent work experience.
2. Solid understanding of software engineering concepts and product lifecycle management.
3. Strong programming skills in languages such as JAVA, Python, or Node.js.
..."
Software Engineer - UI/UX (Summer 26' Intern),2026-01-28,https://jobright.ai/jobs/info/697b403b0b88cc7d642203e4?utm_source=1099&utm_campaign=Software Engineer,On Site,"Natick, MA",Delsys,N/A,2026-Summer,,"Manufacturing,Medical Device",101-250,"1. Be currently enrolled in or have recently graduated with an undergraduate or graduate degree in computer engineering, computer science, or similar program
2. Be fluent in a high-level language (e.g., C#, Java, or JavaScript)
3. Have experience with software design tools (e.g. Figma, or Adobe XD)
..."
"Software Engineer, Validation & Verification, Intern (Summer 2026)",2026-01-27,https://jobright.ai/jobs/info/69796a5188e2b47213bdb37a?utm_source=1099&utm_campaign=Software Engineer,On Site,"Irvine, CA",FieldAI,$40-$50 /hr,2026-Summer,,"Enterprise Software,Robotic Process Automation (RPA)",11-50,"1. Strong interest in software or robotics testing, verification & validation, QA, reliability, or test infrastructure
2. Coding experience in Python and/or C/C++ for test harnesses, automation, or analysis
3. Familiarity with robotics logging workflows (e.g., ROS / ROS 2, bag files, telemetry) or willingness to learn quickly
..."
Software Engineering Internship,2026-01-27,https://jobright.ai/jobs/info/697964c439f7f96cc6d1ee56?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Tampa, FL
Tampa, Florida, United States",AEVEX,N/A,,,"Aerospace,Air Transportation",501-1000,"1. Ability to grow your professional skills and learn from challenges
2. Willingness to work as part of a team
3. Results-oriented and end-goal focused
..."
Test Analyst Intern,2026-01-27,https://jobright.ai/jobs/info/6979559052f3c27ec645b8d7?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Farmers Branch, TX",Brinks Home,N/A,,,"Cyber Security,Information Technology",1001-5000,"1. Currently enrolled in a college program.
2. Pursing a bachelor’s degree in computer science, Information Systems, Mathematics, or related field.
3. Understanding of software testing principles.
..."
Technology Intern,2026-01-27,https://jobright.ai/jobs/info/697a40a7a5b9804527e0046b?utm_source=1099&utm_campaign=Software Engineer,Remote,United States,Ascension,N/A,,,"Apparel,E-Commerce",101-250,"1. Currently pursuing an Associate’s, Bachelor’s, or Master’s degree.
2. Strong desire to learn, grow, and make meaningful contributions.
3. Excellent communication, problem-solving, and teamwork skills.
..."
"Software Engineering Intern, Simulation and Modeling",2026-01-27,https://jobright.ai/jobs/info/697a6198f6fc293b0a2c3114?utm_source=1099&utm_campaign=Software Engineer,Hybrid,Santa Clara,d-Matrix,$30-$59 /hr,,,"AI Infrastructure,Artificial Intelligence (AI)",251-500,"1. BS in Computer Engineering, Electrical Engineering, Computer Science, or a related field
2. Strong programming skills in C++
3. Familiarity with Python for scripting or tooling
..."
Quality Assurance Intern,2026-01-27,https://jobright.ai/jobs/info/6979555188e2b47213bd8af2?utm_source=1099&utm_campaign=Software Engineer,On Site,"550 W Algonquin Rd, Arlington Heights, IL, 60005, US",Pace Suburban Bus,$20-$20 /hr,,,"Service Industry,Transportation",1001-5000,"1. Must be 18 years of age or older.
2. High school diploma or equivalent.
3. Must be currently enrolled in a 2-year or 4-year accredited college or university and working towards a degree in Business, Transportation Planning, or other related field.
..."
Firmware/Software Engineer Intern,2026-01-27,https://jobright.ai/jobs/info/69780b8dfdeb8243a27b06a3?utm_source=1099&utm_campaign=Software Engineer,On Site,"Cedar Rapids, IA",Schneider Electric,N/A,,,"Electronics,Energy",10000+,"1. Working towards a Bachelor’s, Masters or PhD degree in electrical engineering or software engineering, Computer Science or related engineering field.
2. Able to work 40 hours per week
3. Experience working in new software development, and/or embedded firmware design implementation.
..."
2026 Summer Intern - IT Corporate Information Systems,2026-01-27,https://jobright.ai/jobs/info/697d9f9eabff4c399a9c75aa?utm_source=1099&utm_campaign=Software Engineer,On Site,"Camas, WA",TSMC,$23-$27 /hr,2026-Summer,,"Consumer Electronics,Electronics",10000+,"1. Currently enrolled in and have successfully completed the sophomore year (or equivalent) of an accredited bachelor’s degree program in a relevant engineering or scientific discipline.
2. Maintain a minimum cumulative Grade Point Average (GPA) of 3.25 on a 4.0 scale (or equivalent).
3. Must be legally authorized to work in the United States on a long-term basis without the need for current or future employer-sponsored immigration status. This includes, but is not limited to, H-1B, OPT, O-1, TN Visas, or any other employment-based immigration sponsorship.
..."
Software Engineer in Test Intern - Summer 2026,2026-01-27,https://jobright.ai/jobs/info/697804bdfdeb8243a27b0384?utm_source=1099&utm_campaign=Software Engineer,On Site,"Chicago, IL",NinjaTrader,N/A,2026-Summer,,"FinTech,Software",251-500,"1. Junior or Senior currently pursuing a Bachelor's degree in Computer Science, Software Engineering, Data Science, or a related field
2. Strong programming skills in Python and JavaScript
3. Familiarity with web technologies such as HTML, CSS, JavaScript, and relevant frameworks
..."
"Software Engineering Summer Internship, Strategic Integrations",2026-01-27,https://jobright.ai/jobs/info/697835fd39f7f96cc6d07fc4?utm_source=1099&utm_campaign=Software Engineer,On Site,"Redwood City, CA",Bear Robotics,N/A,,,"Artificial Intelligence (AI),Hospitality",251-500,"1. AI Engineering Proficiency: Demonstrated ability to build reliable software using AI coding agents.
2. Technical Fundamentals: Strong programming skills in one or more languages such as Typescript, Go, Python, C++, or others, and an understanding of computer science fundamentals, data structures, and algorithms.
3. Business Acumen: Ability to understand business impact and the end-user's perspective within a technical context.
..."
"Internship, Software Engineer, Applications Engineering (Summer 2026)",2026-01-26,https://jobright.ai/jobs/info/69781c4752f3c27ec64448bd?utm_source=1099&utm_campaign=Software Engineer,On Site,"AUSTIN, Texas",Tesla,N/A,2026-Summer,,"Automotive,Electric Vehicle",10000+,"1. Currently pursuing a degree in Computer Science, Information Technology or a related field of study and graduating between 2026-2027
2. Able to work on site in Austin, TX
3. Ability to develop rich, interactive, and well-performing user interfaces using React.js
..."
Software Engineer Intern (Python),2026-01-26,https://jobright.ai/jobs/info/697818fdfdeb8243a27b0c7c?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Wayzata, Minnesota, United States
Wayzata, MN",Garda Capital Partners,$45-$45 /hr,,,Financial Services,101-250,"1. Pursuing a Bachelor's or Master’s Degree in Computer Science, Engineering, Mathematics, or Quantitative Finance
2. Experience with the Python ecosystem of common libraries and working knowledge of at least one statically typed language
3. Good grasp of computer science fundamentals (e.g. data structures, algorithms, operating systems etc.)
..."
Full-stack Software Engineer Intern (Summer 2026),2026-01-26,https://jobright.ai/jobs/info/697808d052f3c27ec6443d36?utm_source=1099&utm_campaign=Software Engineer,On Site,"Boston, MA",Klaviyo,$53-$53 /yr,2026-Summer,,"Advertising,Analytics",1001-5000,"1. At least one previous software engineering internship/co-op with software development experience
2. Currently pursuing a degree in Computer Science, Engineering, Data Science, Math/Statistics or related field
3. Graduating in December 2026 or May/June 2027
..."
"University, 2026 Summer Games Software Developer Intern",2026-01-26,https://jobright.ai/jobs/info/6977f203fdeb8243a27aefe7?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Atlanta, GA
Annapolis Junction, MD
San Diego, CA
Rome, NY
Colorado Springs, CO
El Segundo, CA
Honolulu, HI
McLean, VA
Panama City, FL
Huntsville, AL
Charleston, SC",BOOZ ALLEN HAMILTON INTERNATIONAL (U.K.) LTD,$53000-$108000 /yr,2026-Summer,,,,"1. Experience with programming languages, including Java, JavaScript, C, C++, Assembly, Python, Perl, R, or Bash
2. Experience with machine learning, data mining, statistics, or graph algorithms in academic or internship environments
3. Experience with conducting research and writing software
..."
Software Engineer - Intern,2026-01-26,https://jobright.ai/jobs/info/69994e82ce78e77b4fde1742?utm_source=1099&utm_campaign=Software Engineer,On Site,"Fort Wayne, IN",General Dynamics Mission Systems,$24-$26 /hr,,,"Aerospace,Business Information Systems",10000+,"1. Candidates should demonstrate a thorough understanding of engineering technology.
2. Engineering Interns must be enrolled in an accredited degree program in Computer Engineering, Systems Engineering, Software Engineering, Electrical Engineering, Mechanical Engineering or other related scientific or technical discipline with a preference for a standing of a sophomore or higher.
3. Due to the nature of work performed within our facilities, U.S. citizenship is required.
..."
2026 Intern Software Engineer,2026-01-26,https://jobright.ai/jobs/info/6998e76fce78e77b4fdd7502?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
United States-California-San Diego
United States-California-Redondo Beach
United States-Oklahoma-Oklahoma City
United States-North Dakota-Emerado
United States-California-El Segundo
United States-California-Palmdale",Northrop Grumman Australia,$16.50-$46.25 /hr,,,,251-500,"1. Be enrolled full-time and pursuing an undergraduate or graduate degree from an accredited college/university AND graduating after August 2026.
2. Be majoring in Computer Science, Computer Engineering, Electrical Engineering or similar STEM degree.
3. Be available to work full-time (40 hours per week) for at least 10 weeks during summer 2026.
..."
Intern - Servicing Outsourcing Analyst,2026-01-26,https://jobright.ai/jobs/info/6977d31152f3c27ec643f75a?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"4000 Embarcadero Drive, Arlington, TX, 76014, US",GM Financial,N/A,,,Finance,5001-10000,"1. Currently pursuing a graduate or undergraduate degree in with at least one semester remaining upon start of the internship.
2. Must possess a minimum of a 3.0 (out of a 4-point scale) overall GPA.
3. Strong written and verbal communication skills required. This incumbent will be required to give presentations and communicate with business leaders.
..."
Software Engineering Intern- Summer 2026,2026-01-26,https://jobright.ai/jobs/info/699cf88c81476f6176b585ed?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Santa Clara, CA - USA (Office)",Cohesity,$50-$53 /hr,2026-Summer,,"Analytics,Artificial Intelligence (AI)",1001-5000,"1. You are competent in Data Structures, Algorithms, and Systems Design
2. You have familiarity and proficiency in backend development: OOP, distributed or parallel systems, Unix/Linux environments, machine learning, asynchronous programming, networking, security, and/or software development.
3. You have a passion for in any: C++, Java, GoLang, Python
..."
Fall 2026 - IEF - Software Engineering College Intern,2026-01-26,https://jobright.ai/jobs/info/697730c052f3c27ec643258e?utm_source=1099&utm_campaign=Software Engineer,On Site,"Savannah, GA",Gulfstream Aerospace,N/A,2026-Fall,,"Aerospace,Automotive",10000+,"1. Must be currently enrolled in an accredited university pursuing a bachelor’s degree or higher in one of the following disciplines: Electrical Engineering, Computer Engineering, Software Engineering, Computer Science.
2. Enrolled as a full-time student at time of application, actively pursuing a bachelor’s degree or above.
3. Complete their freshman year by the time the internship starts.
..."
Intern,2026-01-25,https://jobright.ai/jobs/info/698a98f80f6f7e7a2ce5cd46?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Charlotte,United States",Insight,N/A,,,"Cloud Computing,Consumer Software",10000+,1. Currently enrolled in an UNDERGRADUATE degree program with an anticipated graduation date of December 2026 OR May 2027.
Graduate Software Developer Intern,2026-01-25,https://jobright.ai/jobs/info/6975a8fcbc8e722e7b1a891f?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Multi Location
Washington, DC
Washington DC - Hybrid",Virtru,$35-$40 /hr,,,"Cyber Security,Information Technology",251-500,"1. Currently pursuing or completed advanced degree in Computer Science or related field
2. Familiarity with the Software development process from writing code for personal projects, coding competitions, or research
3. Languages: Python, Java, Go-lang
..."
Software Engineering Intern (Forward Deployed) | Summer 2026,2026-01-25,https://jobright.ai/jobs/info/69761f2f37785856350fe869?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"San Francisco, CA",Crustdata (YC F24),$4K-$8K /yr,2026-Summer,,Software,11-50,"1. Undergrad (or equivalent) CS/EE/Math background
2. Strong coding skills in Python and/or TypeScript/JavaScript
3. Comfortable building real things end-to-end (projects, OSS, hackathons, research, prior internships - all count)
..."
"Internship, Embedded Systems Software Engineer, AI Platforms (Summer 2026)",2026-01-25,https://jobright.ai/jobs/info/69761ba1206da320f4a00a06?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Palo Alto, California
Palo Alto, CA",Tesla,$20-$55 /hr,2026-Summer,,"Automotive,Electric Vehicle",10000+,"1. Currently pursuing a degree in Computer Engineering, Electrical Engineering, or a related field
2. Strong C/C++ programming skills
3. Experience working with and writing software for embedded Linux systems; experience with software/kernel preferred
..."
"Internship, Software Engineer, AI Hardware Infrastructure (Summer 2026)",2026-01-25,https://jobright.ai/jobs/info/697619ab37785856350fe49d?utm_source=1099&utm_campaign=Software Engineer,On Site,"Palo Alto, California",Tesla,N/A,2026-Summer,,"Automotive,Electric Vehicle",10000+,"1. Currently pursuing a degree in Computer Science, Physics, Computer Engineering, Mechatronics or related fields with a graduation date between December 2026- August 2027
2. Strong proficiency in Python and adaptability to learn new languages and frameworks
3. Extensive familiarity with Linux administration and internals
..."
Software Engineering Intern (Forward Deployed) | Summer 2026,2026-01-24,https://jobright.ai/jobs/info/6975c28137785856350fa065?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"San Francisco, CA, US",Crustdata (YC F24),$4000-$8000 /mon,2026-Summer,,Software,11-50,"1. US citizen/visa only
2. Undergrad (or equivalent) CS/EE/Math background
3. Strong coding skills in Python and/or TypeScript/JavaScript
..."
Software Developer in Test(SDET) Intern,2026-01-24,https://jobright.ai/jobs/info/6975648837785856350f34f4?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Washington, DC - Hybrid",Virtru,$25-$25 /hr,,,"Cyber Security,Information Technology",251-500,"1. Currently pursuing or holding a degree in Computer Science or related field
2. Excited to try new things and looking for ways to challenge the status quo
3. Eager to learn
..."
Internship- Junior SW Customer Engineer,2026-01-24,https://jobright.ai/jobs/info/696734ac639b452fb57ce16b?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Milpitas, CA
1525 McCarthy Blvd, Suite 206, Milpitas, CA 95035, U.S.A.",WNC Corporation,N/A,,,Manufacturing,10000+,"1. Bachelor’s or master’s degree in computer science, or related field.
2. 1+ years of experience in software development, with a focus on AI and scripting
3. Candidate could start with a 3-6 months internship given the right background
..."
Jr Developer Intern,2026-01-24,https://jobright.ai/jobs/info/6973de24206da320f49dd715?utm_source=1099&utm_campaign=Software Engineer,On Site,"Windsor Mill, MD","RELI Group, Inc.",$15-$15 /hr,,,"Consulting,Information Technology",501-1000,"1. 1-2 year of experience (in your academic career) as a Developer
2. Familiarity with front-end technologies (HTML, CSS, JavaScript, React/Angular/Vue.js)
3. Familiarity with back-end technologies (Java, Node.js, Python, .NET, Ruby on Rails, or equivalent)
..."
Full Stack & AI Engineering Intern,2026-01-24,https://jobright.ai/jobs/info/69744ba337785856350e48ed?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"New York, United States",Gesture,N/A,,,"E-Commerce,Internet",11-50,"1. Immediate availability to interview and start right away.
2. Pursuing a degree in computer science, engineering, data science, or equivalent technical experience.
3. Experience with React or React Native.
..."
Research Intern,2026-01-23,https://jobright.ai/jobs/info/699f85ab23374b3b6e6b5436?utm_source=1099&utm_campaign=Software Engineer,On Site,"St. Paul, MN, US",University of St. Thomas,$17-$19.25 /hr,,,"Alumni,Education",501-1000,"1. Currently enrolled undergraduate or graduate student in Electrical Engineering, Computer Engineering, or related technical discipline.
2. Students must be actively enrolled at least part-time in courses for credit.
3. Strong foundation in digital logic design and embedded systems concepts
..."
Software Engineer Intern (Frontend),2026-01-23,https://jobright.ai/jobs/info/69742634206da320f49e487a?utm_source=1099&utm_campaign=Software Engineer,On Site,"Chicago, IL",iManage,N/A,,,"Apps,iOS",1001-5000,"1. Been pursuing a bachelor’s degree in Computer Science or other technology related field
2. Experience working with object-oriented technologies (C++, Java, Python, etc.)
3. Knowledge of web technologies (JavaScript, TypeScript, Angular, CSS, HTML, etc.)
..."
Software Engineer Intern (Backend),2026-01-23,https://jobright.ai/jobs/info/69742abc37785856350e2458?utm_source=1099&utm_campaign=Software Engineer,On Site,"Chicago, IL",iManage,N/A,,,"Apps,iOS",1001-5000,"1. Been pursuing a bachelor’s degree in Computer Science or other technology related field
2. Programming language experience (Java, Python, C++, C#, Rust, SQL, etc.)
3. Solid understanding of Computer Science fundamentals, course work in algorithms, database systems and design, data processing, networking fundamentals and security
..."
Software Engineering Intern,2026-01-23,https://jobright.ai/jobs/info/6973f287bc8e722e7b18d86e?utm_source=1099&utm_campaign=Software Engineer,On Site,"Beavercreek, OH","Modern Technology Solutions, Inc. (MTSI)",N/A,,,Information Technology,1001-5000,"1. Interest in programming, with experience in any of the following languages: C++, Python, Java, etc.
2. Currently pursuing a degree in software engineering, computer engineering, or computer science
3. GPA of at least 3.0 on a 4.0 scale.
..."
SAP AMS Intern,2026-01-23,https://jobright.ai/jobs/info/6974df58bc8e722e7b19df15?utm_source=1099&utm_campaign=Software Engineer,Hybrid,"Chesterfield, MO, USA",MiTek,$6000-$6000 /yr,,,"Computer,Manufacturing",5001-10000,"1. Pursuing a Bachelor’s or Master’s degree in Information Systems, Business Analytics, Computer Science, or a related field.
2. Foundational understanding of SAP ERP (preferably S/4HANA) and its core business processes (Finance, Supply Chain, Manufacturing, or Master Data).
3. Strong analytical, documentation, and Excel/Power BI (or equivalent) skills.
..."
"Intern, Engineering",2026-01-23,https://jobright.ai/jobs/info/698f459d0cc8ea15f1d9bee5?utm_source=1099&utm_campaign=Software Engineer,On Site,"Fremont, California (CA), US",CUES Inc.,$24-$25 /hr,,,"Environmental Consulting,Manufacturing",251-500,"1. Currently enrolled in an Electrical Engineering program, entering their junior or senior year of undergraduate degree
2. Commitment to work onsite for three (3) months"
"Internship, Software Integration Engineer, AI Platforms (Summer 2026)",2026-01-22,https://jobright.ai/jobs/info/69728901584a1c1ef6fd8462?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Palo Alto, CA
Palo Alto, California",Tesla,$100000-$150000 /yr,2026-Summer,,"Automotive,Electric Vehicle",10000+,"1. Minimum of 12 weeks, full-time (40 hours/week) and on-site availability for most internships
2. Currently pursuing a degree in Computer Science, Physics, Computer Engineering or related fields with a graduation date between December 2026- August 2027
3. Industry experience developing in C/C++, including modern standards (C++14/17/20), multithreading, and Python
..."
Enterprise Applications and Technology Services (EATS) Intern,2026-01-22,https://jobright.ai/jobs/info/69a9bf052ebd316bece14a69?utm_source=1099&utm_campaign=Software Engineer,Remote,"Wake County, NC",N.C. Department of Information Technology,N/A,,,,1001-5000,"1. Currently enrolled full-time student in a bachelors, masters, or professional level program at an accredited or recently graduated from a North Carolina Historically Black College/University (HBCU) or Minority Serving Institution (MSI) by May 2026.
2. 24 credit hours completed.
3. Minimum overall GPA of 2.5 (on 4.0 scale).
..."
Intern,2026-01-22,https://jobright.ai/jobs/info/69802fef7f40342e15d8fac5?utm_source=1099&utm_campaign=Software Engineer,On Site,"Cambridge, MA",Transfyr,N/A,,,,,"1. Currently pursuing or recently completed a degree in computer science, engineering, robotics, math, or a related technical field.
2. Strong programming fundamentals.
3. Some exposure to software systems, data pipelines, machine learning, computer vision, or robotics through coursework or projects.
..."
"Software Engineer Intern, Summer 2026",2026-01-22,https://jobright.ai/jobs/info/6972c685584a1c1ef6fdd8be?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Bellevue, Washington
Palo Alto, California
New York, New York
Los Angeles, California",Snap Inc.,N/A,2026-Summer,,,5001-10000,"1. Currently enrolled in a Bachelor’s or Master’s program in a technical field such as Computer Science
2. Graduating between December 2026 and Spring 2027
3. Must be able to start in office for a 13-week internship that starts in May or June 2026
..."
Computer Engineering Intern,2026-01-22,https://jobright.ai/jobs/info/697339c41790715e866c2f49?utm_source=1099&utm_campaign=Software Engineer,On Site,Berkeley,Terranova,$28-$28 /hr,,,"Artificial Intelligence (AI),Construction",11-50,"1. Hands-on prototyping skills - you enjoy working in the shop - have built hobby projects - are a maker
2. LiDAR and Sensors
3. Experience in electromechanical controls - VFDs
..."
Software Engineering Intern,2026-01-22,https://jobright.ai/jobs/info/6973379a1790715e866c2b99?utm_source=1099&utm_campaign=Software Engineer,On Site,Berkeley,Terranova,$28-$28 /hr,,,"Artificial Intelligence (AI),Construction",11-50,"1. Design and implement performant, maintainable web apps using TypeScript, React/Next.js, and Node/FastAPI/Go.
2. Build and operate distributed backends with Postgres, Redis, and task queues.
3. Manage infrastructure-as-code deployments (Terraform/CDK) on AWS, GCP, or Azure.
..."
"Intern, Mobile Developer - Shipboard Tech (CCL)",2026-01-22,https://jobright.ai/jobs/info/6972af8b4ccbf64f8df2bac0?utm_source=1099&utm_campaign=Software Engineer,On Site,"3655 NW 87th Avenue, Miami, FL, 33178, US",Carnival Corporation,N/A,,,"Leisure,Tourism",10000+,
"Intern, Web Team, FAS",2026-01-22,https://jobright.ai/jobs/info/69a893472580d3183f009707?utm_source=1099&utm_campaign=Software Engineer,Hybrid,Warner House,Yale University,$39300-$292125 /yr,,,"Association,Business Development",10000+,"1. A strong work ethic who are interested in developing website content strategy and design skills
2. Experience writing and/or editing content
3. Knowledge of/interest in graphic design
..."
Software Development Engineer Intern,2026-01-22,https://jobright.ai/jobs/info/69a67bbee567421f42577e33?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Los Angeles, CA
2710 Media Center Dr, Los Angeles, Americas, 90065, US",SprintRay Inc.,$32-$35 /hr,,,"3D Printing,Dental",501-1000,"1. 0-2 years of experience with object-oriented or functional programming (JavaScript, C#, Kotlin, or similar)
2. Currently pursuing or recently completed a degree in Computer Science, Software Engineering, or a related field
3. Strong understanding of data structures and algorithms
..."
Engineering Intern (Summer 2026),2026-01-22,https://jobright.ai/jobs/info/6972688a584a1c1ef6fd69aa?utm_source=1099&utm_campaign=Software Engineer,On Site,San Francisco,GlossGenius,$25-$50 /hr,2026-Summer,,"FinTech,Mobile Apps",251-500,"1. Currently pursuing a B.S. in Computer Science or related technical field, with a graduation date between 2027 and 2028.
2. Proficient in programming in one or more of the following languages: Javascript/Typescript, Ruby, Kotlin.
3. Familiarity with web development frameworks and libraries such as Micronaut, gRPC, DataDog, Postgres, SQL/Jooq, Liquibase, React.
..."
Summer 2026 Software Developer Internship,2026-01-22,https://jobright.ai/jobs/info/69c559be83ea553769fc8e1f?utm_source=1099&utm_campaign=Software Engineer,On Site,USA MD Annapolis Junction,General Dynamics Information Technology,$22.95-$31.05 /hr,2026-Summer,,"Artificial Intelligence (AI),Cloud Computing",10000+,"1. At least 2 years of education towards a Computer Science, Computer Engineering, Cybersecurity, or similar Engineering degree (we will consider strong candidates from any major with at least 1 year of Computer Science coursework)
2. Demonstrated experience and/or training in software development and proficiency in programming languages such as Python, Java, C/C++, Rust, JavaScript/TypeScript.
3. Demonstrated experience and/or training in software design/development best practices and methodologies.
..."
Software Engineer Intern (Summer 2026),2026-01-22,https://jobright.ai/jobs/info/697142ce587dfa0bb55ed10a?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
New York, NY
New York City",Podium Automation,$30-$35 /hr,2026-Summer,,"Artificial Intelligence (AI),Industrial Engineering",1-10,"1. Are proficient with TypeScript
2. Are proficient with SQL and relational databases
3. Ability to work onsite 5 days/week at our office in Brooklyn, NY
..."
Software Engineer - Intern,2026-01-21,https://jobright.ai/jobs/info/69996d2ece78e77b4fde4fed?utm_source=1099&utm_campaign=Software Engineer,On Site,"Scottsdale, AZ",General Dynamics Mission Systems,$29-$29 /hr,,,"Aerospace,Business Information Systems",10000+,"1. Candidates should demonstrate a thorough understanding of engineering technology.
2. Engineering Interns must be enrolled in an accredited degree program in Computer Engineering, Systems Engineering, Software Engineering, Electrical Engineering, Mechanical Engineering or other related scientific or technical discipline with a preference for a standing of a sophomore or higher.
3. Due to the nature of work performed within our facilities, U.S. citizenship is generally required."
Software Engineer Intern (Summer '26),2026-01-21,https://jobright.ai/jobs/info/6971992b333b6343a14e32db?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Boston, MA
Boston, US",Air Space Intelligence,N/A,2026-Summer,,"Aerospace,Software",101-250,"1. You must be graduating at the end of 2026 or in 2027
2. You must be eligible for a security clearance"
IT Intern,2026-01-21,https://jobright.ai/jobs/info/69717a4d587dfa0bb55f2c3f?utm_source=1099&utm_campaign=Software Engineer,On Site,"Multi Location
Baton Rouge, Louisiana, United States
Houston, Texas, United States","AWC, Inc.",N/A,,,Industrial Automation,251-500,"1. Current Junior or Senior pursuing a bachelor’s degree in computer science, Software Engineering, Information Systems, or a related technical discipline
2. Strong interest in software development, AI, automation, UX/UI, or mobile development
3. Desire to build real-world technical skills and see your work used in production
..."
